entity_name,dba_name,street_number,street_name,city,zip_code,county,borough,square_footage,location
EL NOVILLO MEAT CORP,EL NOVILLO MEAT,14-33,COLLEGE POINT BLVD,COLLEGE POINT,11356,QUEENS,Queens,1200,
BOGOPA LIC INC,FOOD BAZAAR,42-02,NORTHERN BLVD #####,LONG ISLAND CITY,11101,QUEENS,Queens,70000,
CHY FISH INC,CHY FISH,166-02,BAISLEY BLVD ###,JAMAICA,11434,QUEENS,Queens,600,
BANGLA BAZAR FISH MARKET INC,BANGLA BAZAR FISH MARKET,44-10,43RD AVE,SUNNYSIDE,11104,QUEENS,Queens,800,
FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #9389,188-33,LINDEN BLVD,SAINT ALBANS,11412,QUEENS,Queens,3000,
7 ELEVEN INC,7 ELEVEN STORE #36951H,179-55,HILLSIDE AVE #####,JAMAICA,11432,QUEENS,Queens,5000,
NEW SENECA GARDEN INC,NEW SENECA GARDEN,601,SENECA AVE,RIDGEWOOD,11385,QUEENS,Queens,1500,
ROSITA MEXICANA CORP,ROSITA MEXICANA,61-04,37TH AVE,WOODSIDE,11377,QUEENS,Queens,,
HANU NY INC,HANU NY,87-03,NORTHERN BLVD,JACKSON HEIGHTS,11372,QUEENS,Queens,,
FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #30358,8601,ROCKAWAY BEACH BLVD,FAR ROCKAWAY,11693,QUEENS,Queens,9000,
BOLLA OPERATING CORP,KINGS CROSSBAY SUNOCO,135-45,CROSSBAY BLVD ###,OZONE PARK,11417,QUEENS,Queens,2000,
SLIM DELI CORP,SLIM DELI,114-21,JAMAICA AVE,RICHMOND HILL,11418,QUEENS,Queens,1000,
G&G GROCERY STORE INC,G&G GROCERY STORE,87-07,GRAND AVE,ELMHURST,11373,QUEENS,Queens,,
ADRIATIC TRADING INC,ADRIATIC MEATS,44-10,BROADWAY,ASTORIA,11103,QUEENS,Queens,800,
KOUCHI SUPERMARKET INC,KOUCHI SUPERMARKET,75-03,PARSONS BLVD,FRESH MEADOWS,11366,QUEENS,Queens,2500,
GREEN VALLEY CORP,FINE FARE SUPERMARKET,89-45,163RD ST,JAMAICA,11432,QUEENS,Queens,9000,
BANGLA BAZAR GROCERY AND HALAL MEAT INC,BANGLA BAZAR GROCERY AND HALAL MEAT,7211,35TH AVE,JACKSON HEIGHTS,11372,QUEENS,Queens,1000,
ORCHARD SUPERMARKET CORP,ORCHARD SUPERMARKET,110-44,QUEENS BLVD,FOREST HILLS,11375,QUEENS,Queens,,
SEA TOWN CORONA NY LLC,SEA TOWN CORONA,39-24,104TH ST,CORONA,11368,QUEENS,Queens,7500,
MEHBOOB GROCERY INC,MEHBOOB GROCERY,83-09,37TH AVE,JACKSON HEIGHTS,11372,QUEENS,Queens,,
LUNCHSTOP DELI & GROCERY CORP,LUNCHSTOP DELI & GROCERY,3720,23RD AVE,ASTORIA,11105,QUEENS,Queens,1200,
BAYSIDE ENTERPRISES INC,BP EXPRESS,219-02,HORACE HARDING EXPY ###,OAKLAND GARDENS,11364,QUEENS,Queens,1000,
ROADHOUSE HEALTH FOOD'S MARKET INC,R & R CAFE,129-32B,MERRICK BLVD,JAMAICA,11434,QUEENS,Queens,1000,
BROADWAY MEAT MARKET ON 21ST INC,BROADWAY MEAT MARKET ON 21ST,21-09,21ST AVE,ASTORIA,11105,QUEENS,Queens,1600,
DOLLAR TREE STORES INC,DOLLAR TREE #5312,78-02,METROPOLITAN AVE,MIDDLE VILLAGE,11379,QUEENS,Queens,1000,
BRADDOCK PHARMACY LLC,BRADDOCK PHARMACY,236-01A,BRADDOCK AVE  ####,BELLEROSE,11426,QUEENS,Queens,1000,
OH NUTS WAREHOUSING INC,OH NUTS,120-65,168TH ST,JAMAICA,11434,QUEENS,Queens,20000,
DOLLAR TREE STORES INC,DOLLAR TREE #5232,32-63,STEINWAY ST,ASTORIA,11103,QUEENS,Queens,10000,
BATISTA GROCERY CORP,BATISTA GROCERY,116-47,SUTPHIN BLVD ####,JAMAICA,11434,QUEENS,Queens,1200,
30TH AVE DELI INC,30TH AVE DELI,3702,30TH AVE,ASTORIA,11103,QUEENS,Queens,1000,
PIEDMOUNT CORP,FULL STOP DELI,158-27,HORACE HARDING EXPWY,FRESH MEADOWS,11365,QUEENS,Queens,900,
TIKVAH AA CORP,TIKVAH SUPER GLATT MARKET,105-45B,64TH RD,FOREST HILLS,11375,QUEENS,Queens,2500,
PAIN DAVIGNON III LTD,PAIN DAVIGNON III,35-20,9TH ST ####,LONG ISLAND CITY,11101,QUEENS,Queens,5000,
EL MOLINO SUPERMARKET INC,EL MOLINO SUPERMARKET,94-15,ROOSEVELT AVE ####,JACKSON HEIGHTS,11372,QUEENS,Queens,1400,
HUA CHU GROCERY INC,HUA CHU GROCERY,83-12,GRAND AVE,ELMHURST,11373,QUEENS,Queens,1000,
WOODSIDE GROCERY & DISCOUNT INC,WOODSIDE GROCERY & DISCOUNT,76-02,WOODSIDE AVE####,ELMHURST,11373,QUEENS,Queens,2000,
SMART SUPERMARKET CORP,LA BODEGA DEL MEDIO,93-16,CORONA AVE,ELMHURST,11373,QUEENS,Queens,2500,
GOLD STAR DELI GROCERY INC,GOLD STAR DELI GROCERY,9310,LIBERTY AVE,OZONE PARK,11417,QUEENS,Queens,800,
STARS DELI GROCERY CORP,STARS DELI GROCERY,39-19,47TH AVE,SUNNYSIDE,11104,QUEENS,Queens,,
YVONNE DELI & GROCERY INC,SAMLAL MINI DELI & GROCERY,111-01,ROCKAWAY BLVD ####,SOUTH OZONE PARK,11420,QUEENS,Queens,500,
MI ESQUINA MINI MARKET CORP,MI ESQUINA MINI MARKET,111-02,NORTHERN BLVD  1FL,CORONA,11368,QUEENS,Queens,1200,
66 MYRTLE AVE DELI & GROCERY INC,66 MYRTLE AVE DELI & GROCERY,66-01,MYRTLE AVE,GLENDALE,11385,QUEENS,Queens,1000,
108 STREET GROCERY CORP,108TH STREET GROCERY,57-18,108TH STREET,CORONA,11368,QUEENS,Queens,1000,
DISCOUNT VALLEY INC,DOLLAR VALLEY,253-06,A HILLSIDE AVE,BELLEROSE,11426,QUEENS,Queens,2500,
H MART BAYSIDE LLC,H MART,46-40,FRANCIS LEWIS BLVD####,FLUSHING,11358,QUEENS,Queens,30000,
BELLEROSE HALAL MEAT INC,BELLEROSE HALAL MEAT,253-06,HILLSIDE AVE,BELLEROSE,11426,QUEENS,Queens,1200,
LEFRAK CITY NEWSSTAND INC,LEFRAK CITY NEWSSTAND,59-17,JUNCTION BLVD ######,CORONA,11368,QUEENS,Queens,500,
NICKELBY MINI MARKET CORP,NICKELBY MINI MARKET,177-04,BAISLEY BLVD ###,JAMAICA,11434,QUEENS,Queens,1400,
DAVIDS KOSHER MEAT STORE INC,DAVIDS KOSHER MEAT STORE,9854,63 ROAD,REGO PARK,11374,QUEENS,Queens,600,
VM LA SULTANA PRODUCTS CORP,VM LA SULTANA PRODUCTS,69-78,75TH ST,MIDDLE VILLAGE,11379,QUEENS,Queens,10000,
KISSENA FISH LLC,KISSENA FISH,72-15,KISSENA BLVD###,FLUSHING,11367,QUEENS,Queens,300,
FM HALAL MEAT AND GROCERY INC,FM HALAL MEAT AND GROCERY,184-12,HORACE HARDING,FRESH MEADOWS,11365,QUEENS,Queens,1000,
S MICHAEL & SON INC,BP GAS STATION,82-06,ASTORIA BLVD #####,EAST ELMHURST,11370,QUEENS,Queens,1000,
TENOCHTITLAN DELI CORP,TENOCHTITLAN DELI,103-14,ASTORIA BLVD,EAST ELMHURST,11369,QUEENS,Queens,600,
AGHAPY FOOD CO 1 INC,AGHAPY FOOD CO I,603,WOODWARD AVE ####,RIDGEWOOD,11385,QUEENS,Queens,800,
SHINHON FOOD CORP,7 & 7 DELI & GROCERY,40-38,162ND ST,FLUSHING,11358,QUEENS,Queens,11000,
K&J ROCHDALE FOOD CORP,IDEAL FOOD BASKET,169-85,137TH AVE,JAMAICA,11434,QUEENS,Queens,15000,
HILLSIDE FARMER MARKET INC,HILLSIDE FARMER MARKET,179-11,HILLSIDE AVE,JAMAICA,11432,QUEENS,Queens,3500,
HERMIN EMPIRES INC,SHELL,38-02,21ST ST ###,LONG ISLAND CITY,11101,QUEENS,Queens,900,
37TH AVE GROCERY INC,37TH AVE GROCERY,82-06,37TH AVE,JACKSON HEIGHTS,11372,QUEENS,Queens,1200,
SOUTH ROAD GUY R INC,SOUTH ROAD DELI,162-24,TUSKEGEE AIRMEN WAY ###,JAMAICA,11433,QUEENS,Queens,1200,
LA VILLA DELI CORP,LA VILLA DELI,189-19,JAMAICA AVE,HOLLIS,11423,QUEENS,Queens,720,
128 M DELI & GROCERY INC,128 M DELI & GROCERY,128-02,LIBERTY AVE,SOUTH RICHMOND HILL,11419,QUEENS,Queens,900,
LA OAXAQUENA FRUITS & VEGETABLES INC,LA OAXAQUENA FRUITS & VEGETABLES,90-11,JAMAICA AVE ##,WOODHAVEN,11421,QUEENS,Queens,2000,
JOHN CURRAN INC,CURRAN SUPERIOR MEATS,239,BEACH 116TH ST,ROCKAWAY PARK,11694,QUEENS,Queens,1300,
CYPRESS EXPRESS DELI INC,CYPRESS EXPRESS DELI,7924,CYPRESS AVE,RIDGEWOOD,11385,QUEENS,Queens,1100,
T & C GROCERY INC,T & C GROCERY,189-07,CROCHERON AVE,FLUSHING,11358,QUEENS,Queens,1200,
MMHA BAKERY CORP,TASTEWELL BAKERY,123-03,LIBERTY AVE,SOUTH RICHMOND HILL,11419,QUEENS,Queens,900,
TRIPLE N LIVE POULTRY & HALAL MEAT INC,TRIPLE N LIVE POULTRY & HALAL MEAT,104-16,101 ST,OZONE PARK,11417,QUEENS,Queens,500,
BFF FOOD CORP,FOOD TOWN 515,47-33,BELL BLVD.,BAYSIDE,11361,QUEENS,Queens,8000,
YONG FA SUPERMARKET INC,YONG FA SUPERMARKET,59-11,MAIN ST,FLUSHING,11355,QUEENS,Queens,15000,
NOMI DELI & GROCERY INC,NOMI DELI & GROCERY,119-14,JAMAICA AVE,RICHMOND HILL,11418,QUEENS,Queens,1000,
ROOSEVELT CANDY GROCERY CORP,ROOSEVELT CANDY GROCERY,75-08,ROOSEVELT AVE,JACKSON HEIGHTS,11372,QUEENS,Queens,1000,
LIBERTY PRODUCE INC,FOOD UNIVERSE,127-16,111TH AVE,SOUTH OZONE PARK,11420,QUEENS,Queens,10000,
EL NILE MEAT MARKET INC,EL NOOR,2502,STEINWAY ST. ###,ASTORIA,11103,QUEENS,Queens,500,
CVS ALBANY LLC,CVS/PHARMACY #2280,329-339,WYCKOFF AVE###,RIDGEWOOD,11385,QUEENS,Queens,3500,
HILLSIDE 175 MEAT CORP,IDEAL FOOD BASKET,175-35,HILLSIDE AVE,JAMAICA,11432,QUEENS,Queens,15000,
US SUPERMARKET INC,US SUPERMARKET,82-66,BROADWAY,ELMHURST,11373,QUEENS,Queens,7000,
MYRTLE GAS CORP,MOBIL,71-05,MYRTLE AVE,RIDGEWOOD,11385,QUEENS,Queens,800,
MANANA GROCERY CORP,MANANA GROCERY,125-19,JAMAICA AVE,RICHMOND HILL,11418,QUEENS,Queens,1200,
7-ELEVEN INC,7 ELEVEN STORE #34023L,107-24,CORONA AVE ###,CORONA,11368,QUEENS,Queens,20000,
7901 LUCKY MARKET CORP,7901 LUCKY MARKET,7901,37TH AVE,JACKSON HEIGHTS,11372,QUEENS,Queens,1200,
J & D FARM MARKET CORP,JOHN'S FARM MARKET,216-20,HILLSIDE AVE,QUEENS VILLAGE,11427,QUEENS,Queens,4000,
SEAGIRT MARKET & DELI CORP,SEAGIRT MARKET & DELI,25-13,SEAGIRT AVENUE,FAR ROCKAWAY,11691,QUEENS,Queens,,
J&E FRESH PRODUCE INC,CITY FRESH MARKET,122-17,20TH AVE,COLLEGE POINT,11356,QUEENS,Queens,3500,
SYED EMPIRES INC,SHELL GAS STATION,92-10,ASTORIA BLVD ####,EAST ELMHURST,11369,QUEENS,Queens,1200,
GREEN GROCERY & CONVENIENCE LLC,GREEN GROCERY & CONVENIENCE,82-81,BROADWAY,ELMHURST,11373,QUEENS,Queens,2000,
106 DELI INC,106 DELI,105-31,LIBERTY AVE,OZONE PARK,11417,QUEENS,Queens,1000,
HIMALAYAN DELI INC,MID WOOD DELI & GROCERY,86-31,BROADWAY,ELMHURST,11373,QUEENS,Queens,,
BRAVO MINI MARKET INC,BRAVO MINI MARKET,69-09,WOODSIDE AVE,WOODSIDE,11377,QUEENS,Queens,,
48 BODEGA INC,48 BODEGA,47-20A,BROADWAY,ASTORIA,11103,QUEENS,Queens,1000,
DOLLAR TREE STORES INC,DOLLAR TREE #5172,131-09,101ST AVE,SOUTH RICHMOND HILL,11419,QUEENS,Queens,,
DOLLAR TREE STORES INC,DOLLAR TREE #5118,16610,ARCHER AVE,JAMAICA,11433,QUEENS,Queens,17000,
GNM DELI & GROCERY INC,GNM DELI & GROCERY,228-01,147TH AVE,SPRINGFIELD GARDENS,11413,QUEENS,Queens,2500,
SEGUNDO JUNCAL ENTERPRISES CORP,SEGUNDO JUNCAL ENTERPRISES,48-10,69TH ST,WOODSIDE,11377,QUEENS,Queens,,
SHAYONA DELI & GROCERY INC,SHAYONA DELI & GROCERY,73-42,68TH AVE,MIDDLE VILLAGE,11379,QUEENS,Queens,900,
DONG DONG FOOD INC,DONG DONG FOOD,111-13,A ROOSEVELT AVE,CORONA,11368,QUEENS,Queens,2000,
ARCHER 158 MANAGEMENT CORP,ABC NEWSSTAND COFFEE,158-09,ARCHER AVE,JAMAICA,11433,QUEENS,Queens,600,
CYPRESS MINIMARKET CORP,CYPRESS MINIMARKET,1091,CYPRESS AVE,RIDGEWOOD,11385,QUEENS,Queens,1200,
97-10 QUEENS BLVD STORE LLC,NET COST MARKET,97-10,QUEENS BLVD####,REGO PARK,11374,QUEENS,Queens,1600,
DELI GROCERY RONYS CORP,DELI GROCERY RONYS,103-07,ROOSEVELT AVE,CORONA,11368,QUEENS,Queens,600,
HANSOL FOOD CORP,HANSOL,4106,162ND ST,FLUSHING,11358,QUEENS,Queens,3100,
MERRICK AFRICAN-CARRIBEAN MARKET INC,MERRICK AFRICAN-CARRIBEAN MARKET,232-04,MERRICK BLVD,SPRINGFIELD GARDENS,11413,QUEENS,Queens,1200,
DONA MARY MEXICAN PRODUCTS INC,DONA MARY MEXICAN PRODUCTS,117-23,JAMAICA AVE,RICHMOND HILL,11418,QUEENS,Queens,600,
FIVE BOROUGHS HALAL WHOLESALE INC,FIVE BOROUGHS HALAL WHOLESALE,118-08,ROCKAWAY BLVD,SOUTH OZONE PARK,11420,QUEENS,Queens,1000,
MOM & SON INC,MOM & SON,107-33,71ST AVE,FOREST HILLS,11375,QUEENS,Queens,1500,
NEW WAY DELI & GROCERY CORP,NEW WAY DELI & GROCERY,35-02,103RD ST,CORONA,11368,QUEENS,Queens,1500,
MAVROS CORP,GREEK FOOD EMPORIUM,12-52,150TH ST,WHITESTONE,11357,QUEENS,Queens,1800,
S A P CUCINA INC,MR VINOS CUCINA,71-03,AUSTIN ST,FOREST HILLS,11375,QUEENS,Queens,3000,
CHI AFRICAN FOOD MARKET LLC,CHI AFRICAN FOOD MARKET,187-13,LINDEN BLVD ###,SAINT ALBANS,11412,QUEENS,Queens,1350,
WOODSIDE DELI INC,WOODSIDE DELI,38-45,WOODSIDE AVE,WOODSIDE,11377,QUEENS,Queens,700,
LAMA TRADING IV INC,NATURAL FRONTIER MARKET,31-28,DITMARS BLVD,ASTORIA,11105,QUEENS,Queens,1700,
SOPHIS MEAT MARKET CORP,SOPHIS MEAT MARKET,139-15,101ST AVE,JAMAICA,11435,QUEENS,Queens,800,
RICKY DELI STORE II INC,RICKY DELI STORE II,147-06,45TH AVE,FLUSHING,11355,QUEENS,Queens,850,
ALI & OMER LLC,C TOWN,21-30,NEWTOWN AVE ####,ASTORIA,11102,QUEENS,Queens,5000,
G C SALUMERIA INC,D&F ITALIAN DELI,35-17,BROADWAY,ASTORIA,11106,QUEENS,Queens,1500,
DOLLAR TREE STORES INC,DOLLAR TREE #4930,214-50,JAMAICA AVE,QUEENS VILLAGE,11428,QUEENS,Queens,10000,
RISHI GROCERY INC,NEW WOODSIDE GROCERY,41-70,74TH ST,WOODSIDE,11377,QUEENS,Queens,,
GRAND MINI MART LLC,GRAND MINI MART,72-05,GRAND AVE,MASPETH,11378,QUEENS,Queens,2000,
CVS ALBANY LLC,CVS PHARMACY #3146,30-97,STEINWAY ST  ####,ASTORIA,11103,QUEENS,Queens,2000,
PANCHO DELI GROCERY STORE INC,PANCHO DELI GROCERY STORE,111-04,142ND ST,JAMAICA,11435,QUEENS,Queens,1000,
DANIA DELI GROCERY CORP,DANIA DELI GROCERY,145-18,111TH AVE  ##,JAMAICA,11435,QUEENS,Queens,1000,
104 CANDY CORP,104 ST CORP,86-91,104TH ST,RICHMOND HILL,11418,QUEENS,Queens,400,
E & J DELI & GRILL CORP,E & J DELI & GRILL,143-09,95TH AVE,JAMAICA,11435,QUEENS,Queens,1000,
CLOSEOUT HEAVEN III INC,CLOSEOUT HEAVEN,59-32,MYRTLE AVE,RIDGEWOOD,11385,QUEENS,Queens,1200,
ROBERTS BUTCHER SHOP INC,ROBERTS BUTCHER SHOP,205-09,35TH AVENUE,BAYSIDE,11361,QUEENS,Queens,4000,
LITTLE MEXICO MINI MARKET INC,LITTLE MEXICO MINI MARKET,40-14,ASTORIA BLVD,ASTORIA,11103,QUEENS,Queens,500,
ZAMZAM LIVE POULTRY II CORP,ZAMZAM LIVE POULTRY II,212-50,JAMAICA AVE,QUEENS VILLAGE,11428,QUEENS,Queens,400,
CNCHAIN INC,QUICK STOP DELI & GRILL,190-20,HILLSIDE AVE,HOLLIS,11423,QUEENS,Queens,1200,
JDKH INC,EDIBLE ARRANGEMENTS,84-48,GRAND AVE,ELMHURST,11373,QUEENS,Queens,2000,
91 AVE FAMILY FOOD CORP,91 AVE FAMILY FOOD,89-50,92ND ST,WOODHAVEN,11421,QUEENS,Queens,1500,
YS FOOD CORP,VITELIOS MARKET PLACE,71-76,YELLOWSTONE BOULEVARD,FOREST HILLS,11375,QUEENS,Queens,15000,
NEW MARGARITA GROCERY INC,NEW MARGARITA GROCERY,23-01,ASTORIA BLVD,ASTORIA,11102,QUEENS,Queens,1000,
B&B GROCERY & HALAL MEAT INC,B&B GROCERY & HALAL MEAT,92-12,147 PLACE,JAMAICA,11435,QUEENS,Queens,2400,
MIDDLE EASTERN GROCERY CORP,NILE DELI/MIDDLE EASTERN GROCERY,25-12,STEINWAY ST,ASTORIA,11103,QUEENS,Queens,1000,
JC SUSHI USA INC,JC SUSHI USA,3206,BROADWAY,ASTORIA,11106,QUEENS,Queens,300,
S A M KING INC,SAM KING,234-21,MERRICK BLVD,ROSEDALE,11422,QUEENS,Queens,1200,
109 MEAT & PRODUCE CORP,MI TIERRA SUPERMARKET,109-01,37TH AVE,CORONA,11368,QUEENS,Queens,8000,
VALERY GROCERY CORP,VALERY GROCERY,191-02,JAMAICA AVENUE,HOLLIS,11423,QUEENS,Queens,1200,
FRESH POINT MARKET INC,FRESH POINT MARKET,123-16,LIBERTY AVE,SOUTH RICHMOND HILL,11419,QUEENS,Queens,,
BHAKTI SAGAR GROCERY INC,BHAKTI SAGAR GROCERY,552,WOODWARD AVE ####,RIDGEWOOD,11385,QUEENS,Queens,1200,
VAN DAM LN CORP,VAN DAM LN,49-01,VAN DAM ST,LONG ISLAND CITY,11101,QUEENS,Queens,1500,
CVS ALBANY LLC,CVS PHARMACY #549,61-15,METROPOLITAN AVE###,RIDGEWOOD,11385,QUEENS,Queens,5000,
WIN MARKET NY INC,WIN MARKET NY,102-01,101ST AVE,OZONE PARK,11416,QUEENS,Queens,1300,
SC & IT INC,SHELL,97-44,SUTPHIN BLVD,JAMAICA,11435,QUEENS,Queens,500,
GAGM MEAT CORP,ROBERTS PRIME MEATS,34-23,FRANCIS LEWIS BLVD,FLUSHING,11358,QUEENS,Queens,4000,
EBENEZER MINI MARKET INC,EBENEZER MINI MARKET,108-07,CORONA AVE ##,CORONA,11368,QUEENS,Queens,2000,
DOLLAR TREE STORES INC,DOLLAR TREE #4938,3172,31ST ST,ASTORIA,11106,QUEENS,Queens,5000,
PRABHU KIRPA SWEETS & SNACKS INC,PRABHU KIRPA SWEETS & SNACKS,135-16,109TH AVE,SOUTH OZONE PARK,11420,QUEENS,Queens,800,
GREENBAY MARKETPLACE INC,GREENBAY MARKETPLACE,32-06,BROADWAY,ASTORIA,11106,QUEENS,Queens,2500,
105 EZ SHOP INC,105 EZ SHOP,105-06,CROSSBAY BLVD,OZONE PARK,11417,QUEENS,Queens,500,
NEW FULLY BAKERY INC,FULLY BAKERY,82-24,45TH AVE,ELMHURST,11373,QUEENS,Queens,2500,
TR FOOD MARKET CORP,TR FOOD MARKET,95-00,VAN WYCK EXPWY,SOUTH RICHMOND HILL,11419,QUEENS,Queens,2000,
PLATHO DELI GROCERY INC,PLATHO DELI GROCERY,53-80,65TH PL,MASPETH,11378,QUEENS,Queens,2000,
KING POLO INC,SHOP FAIR,153-30,89TH AVE,JAMAICA,11432,QUEENS,Queens,10000,
THT INTERNATIONAL CORP,JOY FOODS,134-32A,35TH AVE ##,FLUSHING,11354,QUEENS,Queens,1000,
SHREE SAI FOOD MART INC,FAST 24 BREAK,104-19,QUEENS BLVD,FOREST HILLS,11375,QUEENS,Queens,5000,
DAY DELI GROCERY CORP,DAY DELI GROCERY,91-01,31ST AVE,EAST ELMHURST,11369,QUEENS,Queens,1200,
DI GANGI JOSEPH LLC,MARIOS MEAT MARKET,75-55,METROPOLITAN AVENUE,MIDDLE VILLAGE,11379,QUEENS,Queens,0,
PERSAUD FOODS INC,FOUR ALL SEASONS VRTY,123-19,LIBERTY AVE,SOUTH RICHMOND HILL,11419,QUEENS,Queens,0,
ALMUSTAH 99 CORP,DEAL 99C,120-10,LIBERTY AVE,RICHMOND HILL,11419,QUEENS,Queens,1000,
DUANE READE ET AL PTRS,DUANE READE 14431,37-66,82ND ST,JACKSON HEIGHTS,11372,QUEENS,Queens,0,
BLESSINGS DELI&GROCERY INC,BLESSINGS DELI&GROCERY,576,SENECA AVE,RIDGEWOOD,11385,QUEENS,Queens,1200,
GRAND MARS BAGEL&DELI INC,GRAND MARS BAGEL&DELI,69-62,GRAND AVE  #######,MASPETH,11378,QUEENS,Queens,2000,
TRISHANA CORP,T&T FISH AND GROCERY,125-02,ROCKAWAY BLVD ###,SOUTH OZONE PARK,11420,QUEENS,Queens,1050,
7-ELEVEN INC,7-ELEVEN STORE 35495K,42-02,QUEENS BLVD ###,SUNNYSIDE,11104,QUEENS,Queens,1500,
INDIAN HOME COOKING LLC,INDIAN HOME COOKING,36-46,37TH ST,LONG ISLAND CITY,11101,QUEENS,Queens,200,
DOLLAR TREE STORES INC,DOLLAR TREE #4787,3909,QUEENS BLVD,SUNNYSIDE,11104,QUEENS,Queens,6000,
NEW YORK DELI&GROCERY INC,NEW YORK DELI&GROCERY,76-01,ROOSEVELT AVE,JACKSON HEIGHTS,11372,QUEENS,Queens,1200,
SAM NEW YORK INC,FOUR STAR DELI&GROCERY,31-18,36TH AVE,ASTORIA,11106,QUEENS,Queens,1000,
ROBIN GROCERY & NEWS INC,ROBIN GROCERY & NEWS,,63-37 39TH AVE,WOODSIDE,11377,QUEENS,Queens,1000,
JEWEL OF FLUSHING RX INC,JEWEL PHARMACY,70-35,PARSONS BLVD,FRESH MEADOWS,11365,QUEENS,Queens,3000,
REO CHEMISTS INC,REO CHEMISTS,,81-12 LEFFERTS BLVD,KEW GARDENS,11415,QUEENS,Queens,2000,
JM DELI&GROCERY CORP,NEW YORK DELI GROCERY,73-01,88TH ST,RIDGEWOOD,11385,QUEENS,Queens,2500,
YU HUA TRADING INC,YU HUA TRADING,38-09,MAIN ST,FLUSHING,11354,QUEENS,Queens,1000,
GRACE TREE FRUIT CORP,GRACE TREE FRUIT,415,WOODWARD AVE,RIDGEWOOD,11385,QUEENS,Queens,1200,
28TH AVE DELI & GROCERY INC,MARIAS DELI,40-11,28TH AVE,ASTORIA,11103,QUEENS,Queens,1000,
KLEYNBURG ROMAN,7-ELEVEN STORE #35314A,50-92,NORTHERN BLVD ####,LONG ISLAND CITY,11101,QUEENS,Queens,1000,
SOUK EL-SHATER INC,SOUK EL-SHATER,43-03,QUEENS BLVD,SUNNYSIDE,11104,QUEENS,Queens,1500,
GROSIK INC,GROSIK,60-45,FRESH POND RD,MASPETH,11378,QUEENS,Queens,0,
TAKATY DELI CORP,TAKATY DELI,201-15,LINDEN BLVD,SAINT ALBANS,11412,QUEENS,Queens,1200,
BAYLOR GROCERY INC,BAYLOR GROCERY,141-18,NORTHERN BLVD,FLUSHING,11354,QUEENS,Queens,1200,
SKY FOODS MART INC,SKY FOODS MART-ELMHURST,79-55,ALBION AVE,ELMHURST,11373,QUEENS,Queens,7000,
PREMIUM SWEETS USA INC,PREMIUM SWEETS USA,168-03,HILLSIDE AVE,JAMAICA,11432,QUEENS,Queens,1800,
SKY FOODS MARKET INC,SKY FOODS MARKET,40-24,COLLEGE POINT BLVD,FLUSHING,11354,QUEENS,Queens,45000,
SAANVI FOOD MART INC,SAANVI FOOD MART,68-30,ROOSEVELT AVE,WOODSIDE,11377,QUEENS,Queens,0,
BARRERA LUIS A,ITHACA GROCERY&DELI,40-08,ITHACA ST,ELMHURST,11373,QUEENS,Queens,2000,
51-02 KINGS DELI CORP,51-02 KINGS DELI,51-02,31ST AVE,WOODSIDE,11377,QUEENS,Queens,0,
GUYANA CHOICE BAKERY LLC,GUYANA CHOICE BAKERY,119-14,101ST AVE,SOUTH RICHMOND HILL,11419,QUEENS,Queens,2000,
JIYA DELI&GROCERY INC,SANDWICH KING,146-25,NORTHERN BLVD,FLUSHING,11354,QUEENS,Queens,1200,
DOSA HUTT INC,SHREE SIDDHIVINAYAKA GROCERY,143-01,HOLLY AVENUE,FLUSHING,11355,QUEENS,Queens,700,
MOONLIGHT DELI GROCERY INC,SMOKE VAPE CONVENIENCE,33-22,21ST ST,ASTORIA,11106,QUEENS,Queens,1000,
QUEENS BOULEVARD COFFEE INC,PARROT COFFEE GROCERY,45-15,QUEENS BLVD,SUNNYSIDE,11104,QUEENS,Queens,2000,
K&A PLUS OF NEW YORK INC,GARDEN BAY DELI,77-04,21ST AVE,JACKSON HEIGHTS,11370,QUEENS,Queens,1600,
AKSHAR 108 INC,MINI MART,64-15,108TH ST,FOREST HILLS,11375,QUEENS,Queens,2500,
JAYLI INTERNATIONAL DELI INC,JAYLI INTNL DELI,94-11,ASTORIA BLVD,EAST ELMHURST,11369,QUEENS,Queens,1500,
4G DELI CORP,4G DELI,113-16,SUTPHIN BLVD,JAMAICA,11435,QUEENS,Queens,1200,
BIG LOU DELI & GROCERY CORP,BIG LOU DELI & GROCERY,201-01,MURDOCK AVE,SAINT ALBANS,11412,QUEENS,Queens,1000,
LADY M MANUFACTURING LLC,LADY M CONFECTIONS,9-08,43RD RD,LONG ISLAND CITY,11101,QUEENS,Queens,0,
MYRTLE MINI MART INC,MYRTLE MINI MART,64-40,MYRTLE AVE,RIDGEWOOD,11385,QUEENS,Queens,1000,
82 MARKET INC,82 MARKET,40-17,82ND ST,ELMHURST,11373,QUEENS,Queens,2000,
MERRICK DELI & GROCERY INC,MERRICK DELI & GROCERY,227-20,MERRICK BLVD,SPRINGFIELD GARDENS,11413,QUEENS,Queens,1200,
NFN SUTYAHYO,OK INDOFOOD STORE,88-15,JUSTICE AVE,ELMHURST,11373,QUEENS,Queens,0,
GLENOAKS DELI&GROCERY INC,GLENOAKS DELI&GROCERY,253-01,UNION TPKE,GLEN OAKS,11004,QUEENS,Queens,1700,
